GSM1253375	GSM1253376	GSM1253377	GSM1253378	GSM1253379	GSM1253380	GSM1253381	GSM1253382	GSM1253383	GSM1253384	GSM1253385	GSM1253386	GSM1253387	GSM1253388	GSM1253389	GSM1253390	GSM1253391	GSM1253392	GSM1253393	GSM1253394	GSM1253395	GSM1253396	GSM1253397	GSM1253398	GSM1253399	GSM1253400	GSM1253401	GSM1253402	GSM1253403
DENND1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
DENND2A	0	0	0	0	0	0	0	0	0	22	2	44	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0
DENND2C	0	0	0	0	2	0	1	1	2	1	0	0	1	0	1065	297	1	0	757	236	2	0	257	851	0	0	11	0	0
DENND2D	1	2	2	1	0	0	0	0	0	1	1	1	0	0	0	0	5	7	1257	0	971	0	215	793	405	4	614	0	0
DENND3	0	0	0	122	0	987	2	8	0	0	3	0	590	1	3272	160	0	1	295	0	7	0	0	1	214	0	0	0	0
DENND4A	1	6	6	17	2	1	11	7	33	10	0	3	867	17568	455	5590	0	2393	1	85	0	100	174	0	0	1	174	2	2
DENND4B	0	783	1	15	0	417	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	220	0	0	1	570	0	0
DENND4C	0	5	8	6	6	0	13	5	8	16	1188	10	44055	3443	1598	5111	3	0	0	22	67	13	288	1	0	1	18	0	0
DENND5A	3	1	1	1	0	0	2	0	2	2	0	0	1	0	0	0	0	0	0	0	0	208	131	423	0	0	0	1	0
DENND5B	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
DENR	7	0	1	217	4	0	1	0	15	2	0	2	1	2	58	1	6	452	76	771	126	478	71	5	211	4	266	0	143
DEPDC1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	70	2	299	1	49
DEPDC1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	91	0	0	0	9	0	21
DEPDC4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
DEPDC5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	214	0	0
DEPTOR	0	0	0	340	2	0	0	2	2	0	0	0	3	1	0	0	0	0	0	293	0	3	0	73	0	0	27	0	0
DERA	0	0	1	2	0	0	0	0	1	2	0	0	0	14	0	1268	3	2	0	0	0	1	108	0	0	0	0	0	0
DERL1	36	1	0	238	4	1	1	1	0	1	0	1	4685	1	5	3	10	34	1029	854	1	2100	637	181	0	446	2190	903	91
DERL2	1	1	1	2	4	72	6	7	7	2	0	2	0	2	0	2	0	2	447	91	0	384	16	0	266	5431	8	0	0
DERL3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	1	0	3
DESI1	0	2	0	5	0	3	0	0	0	1	1	7	0	2	22	0	0	0	0	63	0	840	33	0	61	3	527	1	1
DESI2	0	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	1	24	1	0	0	186	41	4	97	0	37	0	137
DET1	1	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	29	0	0	0	0	0	0
DEXI	15	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	11	0	0	0	0	0	0	0
DFFA	203	0	0	0	1	1	0	0	0	0	2	0	12	0	0	3	0	0	0	22	0	10	16	1208	52	2	504	5915	5
DFFB	0	0	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	0	0	3	0	0	94	240	0	0	0	0	0
DFNA5	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DFNB31	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	243	308	36	46	51	1	496	1	114	0	0
DGAT1	0	0	0	33	2	0	0	0	0	0	1	8	5	3	0	4	0	46	0	215	513	131	87	93	375	185	938	2320	713
DGAT2	0	0	6	591	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1774	20	408	9	0	33	0	0
DGCR11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0
DGCR14	0	0	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	3	57	0	0	0	6	0	231
DGCR2	0	0	0	1	1	0	0	0	0	0	0	0	746	5	1	95	0	679	47	17	0	109	30	0	26	0	248	0	1
DGCR6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	37	3	0	3	0	0	0	0	1
DGCR6L	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	102	113	59	2	0	0	0	29	0	0
DGCR8	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	42	0	2	6	3	0	0
DGCR9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0
DGKA	3	0	0	2	0	0	0	0	0	1	0	1	1	0	0	429	0	1	0	0	0	0	1	0	0	9	2868	0	2
DGKB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1
DGKD	0	9	11	9	14	27395	30	14	15	12	6430	28944	35561	16141	26865	14277	86	7	88	38	31	274	108	7	800	483	904	3	10
DGKE	0	0	2	1	0	1	0	0	0	0	0	15	0	0	29	177	1	0	1	0	0	47	99	0	0	9418	2	4	11
DGKG	0	1	0	1	0	0	0	0	0	0	0	9	0	0	144	384	0	0	0	0	0	0	0	0	2	0	0	0	0
DGKH	0	1	0	0	0	0	0	0	28	0	0	1	0	0	0	0	1	0	0	2	0	0	1	0	0	0	265	0	5
DGKQ	0	0	0	0	0	7	0	1	29	2	0	0	0	0	190	0	0	0	0	150	0	1	97	36	0	2	561	0	1805
DGKZ	0	0	0	0	0	0	0	0	0	0	1	1	1167	2	6	2	1	0	0	52	40	5	15	1	21	9	80	1	0
DGUOK	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	5	0	0	0	13	36	76	26	333	1	206	1	0
DHCR24	2	16	5	2	8	0	0	2	10	6	1	1	8	0	0	0	0	1068	207	2349	789	33	566	20	255	1132	5579	1103	3271
DHCR7	6	0	0	0	3	0	0	0	0	0	0	0	27	5	1	0	3	557	5	562	0	24	323	650	936	2706	1213	8051	5607
DHDDS	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	923	260	39	0	53	444	28	0
DHDH	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHFR	1	0	0	196	2	1	3	0	0	0	0	0	0	1	0	0	3	250	0	2	686	0	133	419	658	2	411	1	101
DHFRL1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	916	0	0	0	227	0	2	0	0	0	0
DHODH	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DHPS	0	1	0	1	3	0	0	0	4	1	0	0	0	6	0	0	1	634	17	852	377	18	265	568	558	6	1506	2	4
DHRS1	0	0	0	0	0	2	1	0	0	0	0	0	0	1	1	0	1	0	639	0	1986	0	75	0	8	2	794	0	0
DHRS11	0	5	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0
DHRS12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	227	0	0
DHRS13	0	0	250	2	2	3590	0	3	11	1	0	0	0	0	28	1	3	0	19	134	0	0	12	76	0	0	187	0	0
DHRS2	0	0	0	0	7	0	1	0	0	0	0	0	0	4	0	0	0	928	0	0	0	389	0	0	0	2	360	2	4238
DHRS3	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	16	2	0	0	91	0	0	0	8	7	54	481	0	0
DHRS4	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	408	0	160	46	272	36	2	90	60	106	0	0
DHRS4-AS1	7	0	0	0	4	0	0	1	0	0	1	0	0	0	0	0	0	1	1	1289	96	2	0	1	0	0	9	0	1
DHRS4L2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	0	159	34	10	30	1	56	60	51	0	0
DHRS7	0	2	0	0	17	0	1	0	2	2	1	4	3	8	0	0	2	901	101	3442	203	14	718	2100	342	6510	851	5	0
DHRS7B	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	1	12	1661	18	15	1	108	0	100	0	0
DHRS9	0	0	0	0	0	0	0	0	0	0	1	61	16	2	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
DHRSX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
DHTKD1	0	0	0	192	2	0	0	1	0	0	0	13	0	0	0	0	0	10	0	1055	0	242	180	9	22	4	1832	0	2
DHX15	0	1	0	2	4	7443	3	2	0	0	0	0	2	0	312	0	3	264	20	894	4	587	310	6	185	29	208	2	555
DHX16	0	0	0	99	0	1	0	0	0	0	0	0	0	0	0	18	0	268	639	3	0	154	55	0	348	0	118	5	19
DHX29	22	1	0	9	4	0	6	2	0	0	21	0	4	0	1399	0	2	181	123	575	145	4	563	98	616	2	546	7	3
DHX30	1	0	2	0	1	1	0	1	2	0	0	0	0	1	0	0	0	7	18	234	500	28	81	226	22	2	294	0	0
DHX32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	64	313	0	172	93	263	496	2	140	126	0
DHX33	0	0	0	2	3	1	5	1	2	0	2	0	0	0	2	494	0	0	0	0	0	401	155	0	0	0	0	0	0
DHX34	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	18	0	0	0	20	2	1	2	0	0	0
DHX35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	1168	0	599	0	141	0	0	0	0	0	0
DHX36	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	1	0	0	201	21	4	0	4	1	0
DHX37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0
DHX38	0	0	1	1	0	0	0	4	0	0	1	0	0	12	0	1473	1	7	0	8	0	3	83	0	0	0	16	0	421
DHX40	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	355	0	0	0	0	1	0	0	120	99	0	0
DHX57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	200	0	0	0	0	0	0
DHX58	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	70	1	1	847	0	62	0	0	0	4	0	0
DHX8	0	2	0	0	0	238	0	4	0	0	0	0	1	2	0	6	0	178	147	4	1	0	310	3	576	820	0	2	0
DHX9	1916	8	188	0	5	0	3	1	10	2	1	0	2	1	0	5	1	312	1450	717	1	42	953	1539	505	4438	491	14	1
DIABLO	0	1	2	3	0	0	0	0	3	3	0	31536	0	0	0	54	0	1	6	8	26	15	272	798	0	94	825	0	25
DIAPH1	0	7	0	10	5	857	1	0	1	2	2	18	1406	17278	18	3572	0	2	1536	0	1	11	69	614	0	3	678	1	3
DIAPH2	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	47	0	106	0	0	0	0	0	0
DIAPH3	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	50	0	0	0	0	231	0	0	0	4	0	0
DICER1	0	0	0	0	2	2	3	0	0	0	1	0	171	0	967	51	1	194	26	203	0	1	449	177	893	0	0	0	0
DICER1-AS1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	5	0	0	0	0	51	0	291	0	0	0	1
DIDO1	0	0	0	9	6	285	1	4	0	0	0	0	1458	7	744	1152	2	282	0	416	0	11	242	2	56	0	10	3	0
DIEXF	0	0	0	1	2	0	3	0	0	0	0	0	1	0	1638	0	0	9	0	314	0	23	278	0	0	1	1	7	0
DIMT1	0	3	3	77	1	0	0	3	7	2	16	2716	2855	51	943	1362	0	0	2	27	1	0	244	7	632	339	157	0	1
DIP2A	0	0	25	2	1	3	4	2	0	0	3	2	26403	7	8248	2648	7	609	3	3	1	221	5	2	443	122	151	0	0
DIP2B	0	0	0	0	0	4	2	1	1	0	3	0	2	0	0	0	0	6	10	0	0	0	209	147	155	0	1	0	0
DIP2C	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	895	0	419	44	51	10	0	0	16	1	0
DIRAS1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	280	1	0	55	265	0	12	0	0	0	2	539	2	0
DIRC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	93	0	0	1	519	0	0	125	0	1
DIRC3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DIS3	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	1	0	0	27	1	2	0	0	0	0	3	6	3330
DIS3L	0	0	0	0	7	0	0	4	0	0	0	1	1	0	0	0	0	2	0	1792	0	0	465	1065	0	5	450	0	1
DIS3L2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	23	156	0	0	0	0	2	0	0
DISC1	0	0	0	1	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
DISC2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
DISP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	0	0
DISP2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0
DIXDC1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	191	0	0	0	17	15	0	20	0	0	0	0
DKC1	0	0	0	7	3	6	3	0	3	0	1	1	2	0	770	1	2	2	699	356	1846	129	17	0	21	4	166	0	5
DKFZP434A062	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
DKFZp434J0226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP434L187	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKFZP586I1420	1	0	0	325	1	0	1	0	0	0	1	0	15586	1	0	3	14	51	0	84	0	3	5	63	0	5	37	0	0
DKFZP686I15217	0	0	0	0	0	5	2	0	0	0	2	2	0	2	238	21	0	0	0	0	1485	0	0	0	0	0	15	0	3
DKK1	0	1	0	0	0	0	1	0	0	0	0	0	375	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
DKK3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DKKL1	0	0	0	0	0	435	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DLAT	0	0	0	1	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	195	240	0	0	0	106	0	0
DLC1	0	0	0	0	0	132	0	0	0	0	0	0	3	0	5	420	0	0	0	0	0	0	0	0	0	0	0	0	0
DLD	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	15	364	230	0	0	67	0	3	0	120	0	0
DLEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11	1	0	2	0	0	0	14	0	0
DLEU1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	2876	1	1	0	0	0	0	8	3	925	0	0	0	0
DLEU2	0	0	0	0	0	1	0	1	0	0	7	0	1	1	3	35	1	0	0	0	0	1	92	2	16	0	5	0	4
DLEU2L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0
DLG1	0	0	2	4	0	0	0	1	0	0	1	2	0	0	5	1	1	1	1	2	0	3	0	4	290	1	12	0	0
DLG2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLG3	0	0	0	13	2	0	3	0	3	0	0	0	4	0	0	0	3	0	121	648	56	294	335	685	0	9	2293	90	927
DLG4	0	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLG5	0	0	0	102	3	0	0	0	0	0	0	0	0	0	0	0	0	2	937	272	0	244	2	1176	0	9	367	15	0
DLGAP1	0	0	0	1	0	0	0	0	1	0	2	9	0	0	53	0	0	0	1	9	0	0	0	0	0	0	0	0	0
DLGAP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
DLGAP4	0	1	0	1	0	0	2	0	1	0	0	0	1	1	0	0	0	912	20	478	11	137	140	849	1	0	4	5	77
DLGAP5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	40	0	40	0	77	0	520
DLK2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	21	0	23	25	8	0	0
DLL1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLST	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	67	0	0	0	1	6	0	0	0	0	0	0
DLX2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	11	0	0	0	0	0	0
DLX4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
DLX6	0	0	0	0	0	0	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DLX6-AS1	0	0	0	0	0	29	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
DMAP1	0	2	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	433	0	1	147	137	496	1	317	0	0
DMBT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0
DMC1	0	0	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0
DMD	0	0	0	0	0	31	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DMGDH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
DMKN	0	0	0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	650	491	65	80	1	138	0	0	0	0	0
DMPK	0	0	0	2	0	1	0	0	0	0	1	4	0	1	0	1	0	27	564	0	0	12	3	6	7	1	160	0	0
DMRT3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
DMTF1	0	0	0	0	0	86	0	0	4	1	3	1	3408	0	14	1	0	0	0	2	0	0	34	0	0	0	19	459	0
DMWD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	2	195	273	0	5	4	28	18	3	570	5	549
DMXL1	0	1	0	0	0	0	0	0	3	0	1	0	0	14	0	2943	0	0	0	7	0	1	166	0	0	1	18	0	0
DMXL2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	8	0	0	133	69	0	0	0	0	0	2554
DNA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0
DNAAF1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	23	0	22	0	0	2	0	0	0	20	0	0
DNAAF2	526	9	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	11	1	0	0	0	0	0
DNAAF3	0	0	0	0	3	3	0	1	0	0	0	0	0	1	0	1	0	0	0	446	0	199	2	0	54	0	1	0	0
DNAH1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	267	0	0
DNAH10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
DNAH11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	59	0	0	141	0	0	0	0	0	0
DNAH12	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH14	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	4	0	270	0	1	0	0
DNAH17	0	0	0	0	0	9	0	3	0	0	0	0	0	3	20	0	0	582	234	238	16	1	81	43	0	107	152	0	342
DNAH2	0	0	0	84	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0
DNAH3	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0
DNAH5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	11	0	0	0	2	0	0
DNAH6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH7	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAH8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
DNAH9	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
DNAI2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJA1	53	0	0	1884	2	8	5	1	5	6	4	1	495	4	4027	39	11	858	2416	784	1498	3364	1966	1017	1114	2	584	1	166
DNAJA2	0	0	0	214	3	0	2	2	0	0	0	0	0	1	1154	23	4	484	0	0	1	760	95	1318	641	1	91	0	0
DNAJA3	1	0	1	1	0	0	0	2	2	2	1	3	0	0	0	1	0	0	0	239	37	1	311	0	0	0	354	1	950
DNAJA4	0	2	1894	33	13	0	4	3	1	0	0	0	35	15	1	0	7	4075	804	2026	5323	2768	1941	10	1596	12180	3764	14314	952
DNAJB1	0	3	0	1678	11	1	6	3	2	0	0	1	2522	10	36	766	5	1559	2940	3119	809	302	658	701	1781	2440	2147	2	9489
DNAJB11	0	2	0	1	1	0	0	0	17	1	2	2	0	0	9	0	0	86	4	327	2	228	218	0	158	52	630	1	4079
DNAJB12	0	0	0	172	8	0	1	0	0	0	0	0	38	0	1164	0	0	1	85	827	0	4	16	64	678	0	225	0	10
DNAJB14	0	0	1	1	2	1	13	1	3	0	0	0	335	1	5507	0	0	2	3	19	656	2	5	0	0	0	0	0	0
DNAJB2	0	0	4	833	1	0	2	0	0	0	1	0	17	3	181	9	0	953	1037	29	621	332	255	95	206	0	892	4491	210
DNAJB3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	1	0	0	0	0	0
DNAJB5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB6	11	2	1	308	13	2639	13	6	2	4	0	1	28360	40	10253	11372	1	576	1204	42	441	536	490	3	195	70	182	0	1783
DNAJB7	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJB9	0	0	1	1	0	0	1	0	1	0	0	1	1	2	0	0	0	19	0	0	1	659	0	0	0	1	105	3	0
DNAJC1	7	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	479	29	104	377	15	56	43	0	43	264	0
DNAJC10	1317	5	0	0	6	1	1	0	0	0	0	0	2	0	0	1	0	26	2	1810	129	0	387	406	0	63	26	3	4
DNAJC11	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	233	26	0	0	11	20	1	1	309	0	0
DNAJC12	0	0	0	624	3	0	8	2	2	1	0	0	0	3	0	0	2	380	2683	1182	1064	1144	0	0	0	471	690	40	0
DNAJC13	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	3	0	0	218	1	0	343	3	0	0	76	0	0
DNAJC14	0	0	48	35	1	0	1	1	0	0	0	0	0	1	29	0	2	410	29	164	1223	43	430	1087	379	1	541	1	332
DNAJC15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	3	0	0	70	247	474	3	599	446	2
DNAJC16	0	0	0	0	0	16	1	2	0	0	0	1	166	0	0	67	0	0	0	0	1	0	144	0	0	1588	0	0	0
DNAJC17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	141	157	0	0	0	0	0
DNAJC18	0	0	0	0	0	0	0	0	0	0	0	50	0	1	4	0	1	0	0	1	0	0	0	14	0	0	0	0	0
DNAJC19	0	1	0	135	2	0	0	0	4	0	0	0	3	0	0	0	1	386	0	235	19	0	207	0	4	1892	116	1528	1967
DNAJC2	0	0	0	15	1	0	0	3	0	0	0	0	0	1	1	0	5	118	634	143	316	0	195	67	570	17	265	452	0
DNAJC21	0	0	0	19	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	435	153	274	211	0	133	0	4	1	0
DNAJC22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	435	0	4	272	1	150	0	0
DNAJC24	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	0	0	4	0	1	1	53	1	3	1	0	1
DNAJC25	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48	0	50	0	2	0	0	0	0	1	0	0
DNAJC25-GNG10	0	1	0	1	3	0	1	0	0	1	0	0	1	0	12	0	1	15	819	213	0	0	174	303	0	0	106	0	0
DNAJC27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	210	0	0	0	0	0	0	0	12	0	0
DNAJC28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
DNAJC3	0	0	0	0	3	10426	4	10	0	40	0	1	32	1	1	0	1	2	28	3	0	95	137	0	0	30	505	6	16
DNAJC30	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	568	0	0	2	0	0	2	390	0	0
DNAJC4	0	1	0	507	2	0	0	1	2	0	0	0	1	0	0	67	0	0	0	243	69	862	2	0	0	2	471	1	2
DNAJC5	1	1	0	1	4	1	0	0	0	0	0	0	6	1	0	1	0	191	652	745	0	27	104	528	0	49	160	0	0
DNAJC5B	0	0	1	0	0	96	0	6	0	0	2	126	7	1	0	0	0	1	0	0	5	0	0	0	0	0	5	0	1
DNAJC5G	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DNAJC6	0	1	0	0	0	0	1	3	0	0	0	0	0	0	622	188	1	0	8	0	0	1	130	0	0	0	0	0	0
