gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	ER_target_lenient	ER_target_stringent	ER_early	ER_late	ER_target_ChIP
OPTN	3486.925334	-0.328796702	0.036614297	-8.980008699	2.71e-19	8.11e-18	down	no	FALSE	FALSE	FALSE
ATF1	1261.888697	-0.089522783	0.064880012	-1.37982069	0.168	0.308	no	no	FALSE	FALSE	TRUE
TSFM	1087.825674	0.355192583	0.058152189	6.107982986	1.00898e-9	1.2918e-8	up	no	FALSE	FALSE	FALSE
MMP19	170.3603112	0.333761064	0.120382368	2.772507886	0.00556	0.0191	up	no	FALSE	FALSE	FALSE
PFDN5	5932.45873	-0.017520713	0.030013808	-0.583755086	0.559	0.711	no	no	FALSE	FALSE	FALSE
SPATS2	2052.09073	-0.072192355	0.047445091	-1.521597987	0.128	0.252	no	no	FALSE	FALSE	FALSE
ORMDL2	2099.598618	-0.061678333	0.046880766	-1.315642606	0.188	0.336	no	no	FALSE	FALSE	FALSE
NR4A1	1677.477748	-0.555099014	0.052562016	-10.56083942	4.53e-26	2.05e-24	down	no	FALSE	FALSE	FALSE
HOXC13	2278.427319	-0.190368019	0.045084717	-4.222451268	2.42e-5	1.54e-4	down	no	FALSE	FALSE	FALSE
CDK2	1755.004512	0.002860941	0.051377672	0.055684519	0.956	0.975	no	no	FALSE	FALSE	FALSE
LRP1	735.8768517	-0.109779515	0.074111875	-1.481267539	0.139	0.267	no	no	FALSE	FALSE	FALSE
C12orf44	4062.027762	-0.091088426	0.035037648	-2.599730003	0.00933	0.0299	no	no	FALSE	FALSE	FALSE
IKZF4	318.1344873	-0.08538818	0.102609739	-0.83216448	0.40531611	0.575403764	no	no	FALSE	FALSE	FALSE
SMUG1	781.5423749	0.031861274	0.071253693	0.447152595	0.654764886	0.784538603	no	no	FALSE	FALSE	TRUE
TUBA1B	44046.42698	0.141468864	0.02017086	7.01352653	2.32385e-12	4.0298e-11	up	no	FALSE	FALSE	FALSE
METTL21B	189.9509518	0.444823205	0.120462009	3.692643082	2.22e-4	0.00114	up	no	FALSE	FALSE	FALSE
KBTBD4	1303.286172	-0.10569104	0.055579156	-1.901630885	0.057219427	0.134097885	no	no	FALSE	FALSE	TRUE
ATPAF1	825.3996909	-0.127082025	0.072613549	-1.750114497	0.0801	0.175	no	no	FALSE	FALSE	FALSE
STIL	396.7705559	0.202586771	0.089284059	2.269013905	0.0233	0.0647	no	no	FALSE	TRUE	FALSE
HJURP	1983.114121	-0.052953733	0.046990508	-1.126902764	0.26	0.422	no	no	FALSE	FALSE	FALSE
AMD1	4198.40344	0.384893159	0.037018712	10.397259590000001	2.55166e-25	1.11436e-23	up	no	FALSE	FALSE	TRUE
NDUFAF4	378.6683957	0.216757642	0.095702484	2.264911347	0.02351812	0.065179575	no	no	FALSE	FALSE	FALSE
USP45	297.952396	0.098106368	0.098976176	0.991211941	0.321582101	0.490504004	no	no	FALSE	FALSE	FALSE
MORF4L2	6432.229451	0.30322443	0.030688714	9.88064952	5.05e-23	1.91e-21	up	no	FALSE	FALSE	FALSE
RAB9B	179.6942685	-0.2811984	0.126000446	-2.23172543	0.0256	0.07	no	no	FALSE	FALSE	FALSE
FAM199X	3198.550647	-0.070271501	0.046431977	-1.513429011	0.130170721	0.255372819	no	no	FALSE	FALSE	FALSE
RAB9A	733.2300121	-0.298985904	0.06941671	-4.307117156	1.65396e-5	1.08764e-4	down	no	FALSE	FALSE	FALSE
METTL8	393.9441136	0.439598159	0.095978204	4.580187378	4.6456e-6	3.41629e-5	up	no	FALSE	FALSE	FALSE
TTC21B	484.4676167	0.038170216	0.082491895	0.462714744	0.643568848	0.776613807	no	no	FALSE	FALSE	FALSE
NMI	220.1718667	0.097556405	0.112867964	0.864340966	0.387	0.558410703	no	no	FALSE	FALSE	FALSE
BAZ2B	646.0439888	0.044051563	0.078358788	0.562177693	0.574	0.723	no	no	FALSE	FALSE	TRUE
SLC36A1	1127.610403	-0.155324044	0.060277445	-2.576818637	0.00997	0.0316	down	no	FALSE	FALSE	FALSE
LPGAT1	2416.861598	-0.131691724	0.043978631	-2.994447983	0.002749419	0.010481866	no	no	FALSE	FALSE	FALSE
RAP2C	2398.607773	0.118668394	0.043188655	2.747675148	0.006	0.0204	no	no	FALSE	FALSE	FALSE
EXOSC9	565.8982515	0.23160199	0.080056517	2.892981077	0.00382	0.0139	up	no	FALSE	FALSE	FALSE
PLA2G12A	2224.064664	0.113231053	0.043366349	2.611034923	0.00903	0.029	no	no	FALSE	FALSE	FALSE
B9D2	88.91135449	-0.132368585	0.147307633	-0.898586055	0.368873189	0.540905098	no	no	FALSE	FALSE	TRUE
ADCK4	531.9890092	0.075478771	0.091053637	0.828948454	0.407133575	0.577154308	no	no	FALSE	FALSE	FALSE
PFKFB2	1015.000071	0.014633807	0.061504923	0.23792904	0.811936131	0.893110925	no	no	FALSE	FALSE	FALSE
AGO2	2296.134084	-0.119099335	0.048561535	-2.45254472	0.0142	0.0427	no	no	FALSE	FALSE	FALSE
MXD4	7772.156881	-0.229299952	0.031022585	-7.391387711	1.45e-13	2.8e-12	down	no	FALSE	FALSE	FALSE
PMS2P5	165.5316522	0.114706279	0.12752529	0.899478679	0.368	0.541	no	no	FALSE	FALSE	FALSE
CKS2	1483.256883	0.113975917	0.05678783	2.00704828	0.0447	0.11	no	no	FALSE	FALSE	TRUE
ACSL3	9254.67216	-0.151432826	0.025945109	-5.836661748	5.32571e-9	6.10976e-8	no	no	FALSE	FALSE	FALSE
CHPF	6534.563742	0.097275204	0.03386477	2.872460158	0.004072894	0.014724682	no	no	FALSE	FALSE	FALSE
DNPEP	3384.411664	0.143269791	0.0387316	3.699041409	2.16e-4	0.00111	up	no	FALSE	FALSE	TRUE
INHA	50.89884896	-0.021409485	0.153558507	-0.139422332	0.889	0.937	no	no	FALSE	FALSE	FALSE
OBSL1	5054.488261	-0.055998325	0.036122884	-1.550217431	0.121089337	0.241246697	no	no	FALSE	FALSE	FALSE
SLC12A4	494.5478975	-0.556840796	0.081539027	-6.829132234	8.54e-12	1.38e-10	down	no	FALSE	FALSE	FALSE
ENKD1	286.2826187	0.093341751	0.106889262	0.873256576	0.382523243	0.554192611	no	no	FALSE	FALSE	TRUE
FAM210B	2714.351111	0.015123853	0.047036122	0.321536999	0.747803479	0.849272346	no	no	FALSE	FALSE	FALSE
SNX21	571.3182977	-0.196693838	0.075977298	-2.588850128	0.00963	0.0307	down	no	FALSE	FALSE	FALSE
TTPAL	2280.111671	-0.013427245	0.043851878	-0.30619543	0.759	0.858	no	no	FALSE	FALSE	FALSE
PREX1	21209.85961	-0.249116862	0.025673506	-9.703266217	2.91998e-22	1.05512e-20	down	no	FALSE	FALSE	FALSE
SLC12A5	334.7556545	-0.17267234	0.09949737	-1.735446279	0.0827	0.179	no	no	FALSE	FALSE	FALSE
SDC4	7235.772651	-0.322414537	0.030644177	-10.5212334	6.9e-26	3.08e-24	down	no	FALSE	FALSE	TRUE
NCOA3	39155.43389	-0.309420987	0.022065849	-14.02261897	1.13e-44	1.07e-42	down	no	FALSE	FALSE	TRUE
PIGT	3628.650419	0.007093741	0.039045834	0.18167728	0.856	0.918	no	no	FALSE	FALSE	FALSE
NCOA5	2740.769593	0.01316087	0.046303134	0.284232823	0.776	0.871	no	no	FALSE	FALSE	FALSE
VAPB	8832.184067	0.030002626	0.029782403	1.007394406	0.313745279	0.481490949	no	no	FALSE	FALSE	FALSE
PARD6B	4309.2497	-0.011406608	0.032899009	-0.346715864	0.728804791	0.837651878	no	no	FALSE	FALSE	TRUE
ATP5E	16052.25195	-0.001236797	0.027679253	-0.044683164	0.964359854	0.980965364	no	no	FALSE	FALSE	FALSE
CHD6	3753.420837	-0.01045506	0.040315957	-0.259328083	0.795382113	0.882598098	no	no	FALSE	FALSE	FALSE
PLCG1	8221.567752	-0.021647004	0.027410813	-0.789724964	0.43	0.598	no	no	FALSE	FALSE	FALSE
TOX2	256.9441862	-0.17315393	0.119795498	-1.445412664	0.148	0.28	no	no	FALSE	FALSE	TRUE
SRSF6	6315.517501	0.003666131	0.032176023	0.113939854	0.909285472	0.949723139	no	no	FALSE	FALSE	FALSE
ARFGEF2	3889.742591	0.010644102	0.038055558	0.27969900599999997	0.779708441	0.872765868	no	no	FALSE	FALSE	FALSE
ZNFX1	4136.496625	-0.055666887	0.042455603	-1.311178798	0.19	0.338	no	no	FALSE	FALSE	FALSE
CSE1L	5095.248112	0.309609128	0.032327005	9.577414415	9.95e-22	3.52e-20	up	no	FALSE	FALSE	FALSE
RAB22A	5194.053216	-0.24014305	0.034880313	-6.884773436	5.79e-12	9.52e-11	down	no	FALSE	FALSE	FALSE
STAU1	7951.332944	-0.106699328	0.031015884	-3.440151128	5.81389e-4	0.002689162	no	no	FALSE	FALSE	TRUE
SNAI1	103.1138321	0.224462488	0.146609677	1.531020954	0.125764214	0.248543186	no	no	FALSE	FALSE	FALSE
MOCS3	978.0671742	0.247757028	0.062153822	3.98619136	6.71424e-5	3.89371e-4	up	no	FALSE	FALSE	FALSE
STX16	4417.997264	-0.017039045	0.037132544	-0.45887094	0.646326848	0.778819749	no	no	FALSE	FALSE	FALSE
PPP4R1L	428.8256866	-0.324052128	0.100327133	-3.229955026	0.001238097	0.005255452	down	no	FALSE	FALSE	FALSE
PMEPA1	73548.40309	-0.400131819	0.022028414	-18.16434945	9.89e-74	2.2e-71	down	no	FALSE	FALSE	TRUE
RNF114	5898.639249	0.003553802	0.032941905	0.107880885	0.914	0.952	no	no	FALSE	FALSE	FALSE
DDX27	4499.953793	0.078950319	0.034057959	2.318116567	0.020442987	0.058023685	no	no	FALSE	FALSE	FALSE
BCAS4	1533.025199	-0.023307736	0.054445003	-0.428096883	0.668580586	0.795142945	no	no	FALSE	FALSE	FALSE
KCNK15	798.9515012	1.167883482	0.069360348	16.83791268	1.28697e-63	2.23446e-61	up	up	TRUE	FALSE	TRUE
MTRR	599.560223	0.15528858	0.085296901	1.820565315	0.068672959	0.154674406	no	no	FALSE	FALSE	FALSE
FASTKD3	238.0350762	0.147467674	0.11750257	1.255016585	0.209472739	0.362894061	no	no	FALSE	FALSE	FALSE
PEPD	1359.346649	-0.019305613	0.05699044	-0.338751775	0.734796733	0.841221736	no	no	FALSE	FALSE	FALSE
IQSEC2	788.8311959	-0.100882804	0.073847064	-1.366104458	0.172	0.313	no	no	FALSE	FALSE	FALSE
XG	46.38284877	0.08320813	0.154217763	0.539549582	0.59	0.735	no	no	FALSE	FALSE	FALSE
STAMBP	1491.371171	-0.018168507	0.056204308	-0.323258268	0.746499656	0.848468434	no	no	FALSE	FALSE	FALSE
NAGK	2941.417402	-0.24526809	0.042542248	-5.765282822	8.1521e-9	9.18935e-8	down	no	FALSE	FALSE	FALSE
MCEE	117.6196514	0.443978702	0.136179372	3.260249303	0.00111	0.00478	up	no	FALSE	FALSE	FALSE
PAIP2B	286.0229969	0.134987223	0.112412966	1.20081542	0.23	0.387	no	no	FALSE	FALSE	FALSE
SNRNP27	595.9383296	-0.039105682	0.077353917	-0.505542367	0.613177949	0.75249341	no	no	FALSE	FALSE	FALSE
MPHOSPH10	1996.133726	0.285438008	0.048380744	5.899826776	3.63883e-9	4.28858e-8	up	no	FALSE	FALSE	FALSE
ATP8A1	179.585635	-0.122426236	0.120448955	-1.016415927	0.309	0.476	no	no	FALSE	FALSE	FALSE
USP22	17500.20731	-0.044531868	0.025141693	-1.771235873	0.0765	0.169	no	no	FALSE	FALSE	FALSE
POF1B	87.28991402	-0.162021872	0.146915979	-1.10281995	0.27	0.433	no	no	FALSE	FALSE	FALSE
ZNF576	208.6029033	0.117429687	0.112824577	1.04081655	0.297960697	0.464222636	no	no	FALSE	FALSE	FALSE
ZNF45	334.23898	0.072902212	0.095393609	0.764225321	0.444732979	0.611153247	no	no	FALSE	FALSE	FALSE
LYPD3	1594.041652	-0.510214084	0.050524132	-10.09842362	5.61e-24	2.25e-22	down	no	FALSE	FALSE	FALSE
USP9X	6535.149962	-0.137644399	0.029698184	-4.634774966	3.57326e-6	2.68315e-5	no	no	FALSE	FALSE	FALSE
GRM4	848.5885741	-0.116271864	0.068943327	-1.68648466	0.0917	0.195	no	no	FALSE	FALSE	FALSE
TRERF1	393.9922028	0.093287485	0.0928493	1.004719308	0.315	0.483	no	no	FALSE	FALSE	FALSE
PACSIN1	565.5048052	-0.419095881	0.079250349	-5.288252794	1.23e-7	1.19e-6	down	no	FALSE	FALSE	FALSE
BTN2A2	217.5353999	-0.228308401	0.112870502	-2.02274639	0.0431	0.106751001	no	no	FALSE	FALSE	FALSE
SIRT5	348.2786221	0.010760586	0.098958757	0.108738084	0.913410234	0.952341377	no	no	FALSE	FALSE	TRUE
MRS2	1863.533162	-0.042534374	0.04621175	-0.920423348	0.357	0.529	no	no	FALSE	FALSE	FALSE
WRNIP1	2372.346539	-0.025080087	0.045011486	-0.557193059	0.577395531	0.72573322	no	no	FALSE	FALSE	TRUE
RRP36	2017.264065	0.074207962	0.049124323	1.510615456	0.130886454	0.256164176	no	no	FALSE	FALSE	FALSE
SNRPC	2278.596069	0.135796717	0.045498383	2.98464929	0.00284	0.0108	no	no	FALSE	FALSE	FALSE
SERPINB6	774.2509767	0.036792754	0.075955908	0.48439621	0.628104708	0.76436676	no	no	FALSE	FALSE	FALSE
XPO5	4124.536807	0.242714113	0.034031763	7.1319875680000004	9.89298e-13	1.78287e-11	up	no	FALSE	FALSE	FALSE
ABCC10	1404.46697	6.40356e-4	0.053763417	0.011910623	0.990496923	0.994548606	no	no	FALSE	FALSE	FALSE
NQO2	551.0923365	0.089074018	0.078705498	1.131738191	0.258	0.419708194	no	no	FALSE	FALSE	FALSE
PRICKLE4	97.032589	0.157892515	0.140863137	1.120893081	0.262333377	0.42476048	no	no	FALSE	FALSE	FALSE
OARD1	566.7188102	0.145812546	0.079238529	1.840172303	0.0657	0.15	no	no	FALSE	FALSE	FALSE
AARS2	647.5438193	0.148345167	0.079909382	1.856417396	0.0634	0.146	no	no	FALSE	FALSE	FALSE
ZNF391	101.5836456	0.189080313	0.138626645	1.363953612	0.172582166	0.313920058	no	no	FALSE	FALSE	FALSE
RPS10	148.8175302	-0.11243683	0.12607898	-0.891796792	0.372501861	0.544711278	no	no	FALSE	FALSE	FALSE
MOCS1	283.744952	0.067209118	0.101961924	0.659158982	0.51	0.67	no	no	FALSE	FALSE	FALSE
HIST1H2BJ	51.9921303	-0.063325961	0.154374616	-0.410209674	0.681652145	0.804233164	no	no	FALSE	FALSE	FALSE
MED20	683.9310918	0.004755352	0.078326804	0.060711684	0.951588826	0.973724981	no	no	FALSE	FALSE	FALSE
TBCC	977.6236385	-0.148359081	0.062027887	-2.391812598	0.0167654	0.049072575	no	no	FALSE	FALSE	FALSE
SPDEF	4472.496526	-0.351409977	0.033985631	-10.33995755	4.65e-25	1.98e-23	down	no	FALSE	FALSE	FALSE
MAD2L1BP	709.2173768	-0.058380699	0.073521602	-0.794061849	0.427159426	0.595813535	no	no	FALSE	FALSE	TRUE
KLHDC3	2656.639087	0.178529356	0.049459896	3.609578033	3.07e-4	0.00151	up	no	FALSE	FALSE	FALSE
MEA1	2378.537213	-0.014472012	0.047184777	-0.306709337	0.759064623	0.85759329	no	no	FALSE	FALSE	FALSE
COL21A1	35.07152983	-0.03771955	0.153493628	-0.245740167	0.806	0.889	no	no	FALSE	FALSE	TRUE
CDKN1A	7987.626299	-0.512089216	0.030724752	-16.66699292	2.27769e-62	3.81499e-60	down	no	FALSE	FALSE	TRUE
SOX4	9607.09988	-0.287144335	0.033224628	-8.642514781	5.5e-18	1.53e-16	down	no	FALSE	FALSE	FALSE
GLO1	3632.171101	0.068141424	0.040691058	1.674604374	0.094	0.198	no	no	FALSE	FALSE	FALSE
RREB1	2101.348723	-0.006425754	0.048838952	-0.131570277	0.895324196	0.941065381	no	no	FALSE	FALSE	FALSE
SSR1	6260.263486	0.088949893	0.032642862	2.724941642	0.006431285	0.021620356	no	no	FALSE	FALSE	FALSE
RIOK1	584.2882335	0.153761713	0.077312248	1.988840297	0.046718833	0.113893156	no	no	FALSE	FALSE	FALSE
SLC35B3	469.1473502	-0.061147734	0.094562736	-0.646636677	0.517867115	0.676390642	no	no	FALSE	FALSE	FALSE
RPP40	485.5171422	0.325414447	0.085201824	3.819336621	1.33811e-4	7.25464e-4	up	no	FALSE	FALSE	TRUE
ATXN1	3141.374195	0.171813147	0.042157938	4.075463729	4.59e-5	2.76e-4	up	no	FALSE	FALSE	FALSE
NUP153	3096.367918	0.167807941	0.037579642	4.465394867	7.99212e-6	5.61618e-5	up	no	FALSE	FALSE	FALSE
DEK	4029.337073	0.160258018	0.036048698	4.445597959	8.76e-6	6.12e-5	up	no	FALSE	FALSE	FALSE
EEF1E1	178.1678047	0.179176779	0.118626404	1.510429153	0.130933954	0.256164176	no	no	FALSE	FALSE	FALSE
RUNX2	812.9236279	-0.128268073	0.072147666	-1.777854777	0.0754	0.167	no	no	FALSE	FALSE	FALSE
LRRFIP1	5937.843291	-0.039689761	0.032250854	-1.230657688	0.218	0.374	no	no	FALSE	FALSE	TRUE
RAB17	666.7654014	0.42325163	0.075597642	5.598741141	2.16e-8	2.31e-7	up	no	TRUE	FALSE	TRUE
RP11-467L20.10	49.51079974	-0.0518019	0.154452564	-0.335390352	0.737330645	0.842119401	no	no	FALSE	FALSE	FALSE
AHNAK	44691.33386	-0.25923289	0.058894053	-4.401681945	1.07415e-5	7.34165e-5	down	no	FALSE	FALSE	TRUE
EMC3	2749.565434	-0.085671161	0.04171871	-2.053542891	0.040019954	0.100754039	no	no	FALSE	FALSE	FALSE
SH3TC1	38.08025187	-0.433276799	0.154238697	-2.809131601	0.00497	0.0174	down	no	FALSE	FALSE	FALSE
CNOT1	7670.185254	0.009109483	0.028216748	0.322839595	0.746816725	0.848625565	no	no	FALSE	FALSE	TRUE
BBS2	653.262334	0.062035461	0.073233388	0.847092592	0.397	0.567	no	no	FALSE	FALSE	FALSE
MT2A	1381.610558	-0.420109997	0.055335637	-7.592033289	3.15e-14	6.48e-13	down	no	FALSE	FALSE	TRUE
C16orf70	587.7936134	0.015684123	0.079684583	0.196827572	0.843962474	0.911071718	no	no	FALSE	FALSE	FALSE
GOT2	3233.555562	0.14536331	0.037768656	3.848781639	1.18707e-4	6.52521e-4	up	no	FALSE	FALSE	FALSE
DOK4	395.6320148	-0.195439362	0.093595048	-2.088137848	0.036785402	0.094040899	no	no	FALSE	FALSE	FALSE
TMTC4	484.7482456	0.07989705	0.088802725	0.89971395	0.368	0.54	no	no	FALSE	FALSE	FALSE
RAP2A	1312.409519	-0.115040659	0.057692749	-1.994022848	0.046149558	0.112871172	no	no	FALSE	FALSE	FALSE
ABCC4	256.9570468	0.434256323	0.107136106	4.053314406	5.05e-5	3.01e-4	up	no	FALSE	FALSE	FALSE
EFNB2	1547.486175	-0.156201255	0.050997126	-3.062942292	0.00219	0.00862	down	no	FALSE	FALSE	FALSE
TM9SF2	5002.054303	-0.073761937	0.032640112	-2.259855523	0.023830219	0.065834997	no	no	FALSE	FALSE	FALSE
C17orf53	114.5910085	0.194872232	0.136999102	1.422434368	0.155	0.29	no	no	FALSE	FALSE	FALSE
IRF1	613.5714408	-0.142615775	0.080359457	-1.774722989	0.0759	0.168	no	no	FALSE	FALSE	FALSE
UPF3B	717.2891011	0.160290175	0.071833557	2.231410797	0.02565393	0.070022049	no	no	FALSE	FALSE	FALSE
RNF113A	597.4654969	0.052355948	0.081181989	0.644920731	0.518978556	0.676930619	no	no	FALSE	FALSE	FALSE
SEPT6	38.21379457	0.117979667	0.15445833	0.763828451	0.445	0.611	no	no	FALSE	FALSE	FALSE
NDUFA1	2955.289274	-0.066170482	0.04084016	-1.62023074	0.10518272	0.216431044	no	no	FALSE	FALSE	FALSE
ATP5S	330.49628740000003	0.066285398	0.10385775	0.638232567	0.5233223	0.680642449	no	no	FALSE	FALSE	FALSE
BMP4	447.0820891	-0.013195169	0.084529968	-0.15610048	0.876	0.93	no	no	FALSE	FALSE	FALSE
PTGER2	83.73138785	-0.541335672	0.147620753	-3.667070243	2.45e-4	0.00124	down	no	FALSE	FALSE	FALSE
FAM193A	1717.732301	-0.006942219	0.048075315	-0.144402995	0.885	0.935	no	no	FALSE	FALSE	TRUE
GRK4	165.5396717	0.068112898	0.126072317	0.540268474	0.589011897	0.735045406	no	no	FALSE	FALSE	TRUE
SOX9	711.0976515	-0.311191413	0.084702265	-3.673944423	2.38835e-4	0.001212657	down	no	FALSE	FALSE	FALSE
HS3ST3B1	105.3924974	0.264478267	0.14703337	1.798763554	0.072056091	0.160943075	no	no	FALSE	FALSE	FALSE
SLC25A35	34.23804246	-0.040533015	0.153201524	-0.264573182	0.791338282	0.880315918	no	no	FALSE	FALSE	FALSE
MRPS7	2381.821551	0.108931146	0.044804303	2.431265292	0.015046193	0.04482374	no	no	FALSE	FALSE	FALSE
GGA3	1649.023252	0.011957388	0.051554939	0.231934869	0.817	0.896	no	no	FALSE	FALSE	FALSE
ARMC7	873.413132	-0.22278386	0.065612692	-3.395438482	6.85188e-4	0.003113635	down	no	FALSE	FALSE	FALSE
NUP85	1394.088678	0.187930885	0.058969716	3.186905037	0.00144	0.00598	up	no	FALSE	FALSE	FALSE
SLC25A19	361.8965976	0.496469336	0.09227694	5.380210242	7.43989e-8	7.42789e-7	up	no	FALSE	FALSE	TRUE
MIF4GD	585.69565	0.169191013	0.075960424	2.227357388	0.025923398	0.07060865	no	no	FALSE	FALSE	FALSE
NT5C	917.9087876	-0.034929788	0.077897706	-0.448405862	0.653860312	0.783937758	no	no	FALSE	FALSE	FALSE
MSTO1	433.5378144	0.329740003	0.090284177	3.652245743	2.59957e-4	0.001306853	up	no	FALSE	FALSE	FALSE
TTF1	353.8930285	-0.036566015	0.093291025	-0.391956414	0.695090419	0.813481487	no	no	FALSE	FALSE	FALSE
GTF3C4	2164.192895	0.224861097	0.046143996	4.873030444	1.09899e-6	9.0337e-6	up	no	FALSE	FALSE	FALSE
DDX31	702.8545144	0.222879057	0.070346265	3.168313986	0.00153	0.00634	up	no	FALSE	FALSE	FALSE
PPP1R12C	2910.651557	-0.078908896	0.044359954	-1.778831783	0.0753	0.167	no	no	FALSE	FALSE	TRUE
MBOAT7	9591.740926	-0.116191809	0.033963908	-3.421037675	6.24e-4	0.00286	no	no	FALSE	FALSE	FALSE
OPRL1	56.61856269	0.013144093	0.152288635	0.086310397	0.931219674	0.962521744	no	no	FALSE	FALSE	TRUE
SLC2A4RG	4736.184965	0.04206771	0.0373511	1.126277684	0.26	0.422	no	no	FALSE	FALSE	FALSE
PPDPF	15082.55212	-0.068124994	0.032966612	-2.06648452	0.038782753	0.098194922	no	no	FALSE	FALSE	FALSE
CHCHD5	689.5460162	0.090281722	0.072479158	1.245623218	0.212902754	0.366605771	no	no	FALSE	FALSE	FALSE
PAX8	110.0063108	0.200520884	0.13764554	1.456791727	0.14517388	0.276241718	no	no	FALSE	FALSE	FALSE
INSIG2	451.8739353	-0.188073885	0.094188124	-1.996789795	0.0458	0.11232805	no	no	FALSE	FALSE	FALSE
POLR1B	2350.949143	0.599331496	0.044137746	13.57866127	5.35971e-42	4.65282e-40	up	up	FALSE	FALSE	FALSE
HTR5BP	45.34475739	-0.091475789	0.154476426	-0.592166664	0.55373899	0.705971345	no	no	FALSE	FALSE	FALSE
CCDC93	1451.05796	-0.001881547	0.052243838	-0.036014711	0.971270629	0.984688453	no	no	FALSE	FALSE	FALSE
PSD4	2637.400526	-0.119670425	0.044288587	-2.70206015	0.006891129	0.023014077	no	no	FALSE	FALSE	FALSE
SLC25A23	1684.861258	-0.011164586	0.053891537	-0.207167709	0.835878884	0.906850957	no	no	FALSE	FALSE	FALSE
PSPN	39.26688288	0.005016761	0.153015463	0.032785976	0.973845262	0.985975385	no	no	FALSE	FALSE	FALSE
GTF2F1	2915.462398	-0.046787048	0.040719936	-1.148996095	0.250557591	0.411487879	no	no	FALSE	FALSE	FALSE
ALKBH7	624.5801375	-0.165907024	0.078342585	-2.117711886	0.034199476	0.088687336	no	no	FALSE	FALSE	FALSE
CLPP	1194.486272	0.163259259	0.058271136	2.801717476	0.005083137	0.017717145	up	no	FALSE	FALSE	FALSE
THOC2	3876.215868	0.016336878	0.039176281	0.417009412	0.677	0.800346638	no	no	FALSE	FALSE	FALSE
MED1	1940.805043	0.07135709	0.045747895	1.559789563	0.118809619	0.237936776	no	no	FALSE	FALSE	FALSE
RPL23	11597.97438	0.039037239	0.024744018	1.57764352	0.114647528	0.231687276	no	no	FALSE	FALSE	FALSE
ATG4C	151.6680342	0.229270672	0.125630762	1.824956467	0.068007599	0.153515806	no	no	FALSE	FALSE	TRUE
C3	96.89087741	0.090236215	0.146160782	0.617376383	0.536986496	0.691611791	no	no	FALSE	FALSE	FALSE
SH2D3A	1679.993621	-0.46390425	0.050603146	-9.167498281	4.84e-20	1.52e-18	down	no	FALSE	FALSE	FALSE
TRIP10	1771.6988	-0.275388475	0.048925268	-5.628757603	1.82e-8	1.96e-7	down	no	FALSE	FALSE	TRUE
GPR108	1036.934071	-0.2028917	0.060137105	-3.373818869	7.41331e-4	0.003336811	down	no	FALSE	FALSE	TRUE
FOSB	202.4645658	-0.003719704	0.154320329	-0.024103785	0.980769824	0.989387089	no	no	FALSE	FALSE	FALSE
OPA3	1449.536346	-0.042846358	0.054787538	-0.782045698	0.434187718	0.601901708	no	no	FALSE	FALSE	FALSE
SNRPD2	3887.872568	0.036944369	0.037422934	0.987211991	0.324	0.493	no	no	FALSE	FALSE	FALSE
RTN2	542.400942	-0.366794175	0.083289868	-4.403827044	1.06358e-5	7.27638e-5	down	no	FALSE	FALSE	FALSE
EML2	848.498324	-0.112982057	0.069025114	-1.636825364	0.101666964	0.210382641	no	no	FALSE	FALSE	FALSE
VASP	4776.066643	-0.344185611	0.03391259	-10.14919864	3.34e-24	1.36e-22	down	no	FALSE	FALSE	FALSE
SYMPK	3786.460497	0.154028916	0.03610947	4.265610022	1.99e-5	1.29e-4	up	no	FALSE	FALSE	TRUE
GPCPD1	302.0884101	0.081851279	0.104501667	0.783253334	0.433478361	0.601093934	no	no	FALSE	FALSE	FALSE
SDCBP2	304.6425241	-0.42655788	0.101362288	-4.208250299	2.57356e-5	1.62771e-4	down	no	FALSE	FALSE	TRUE
PANK2	722.3066368	-0.210674987	0.079132692	-2.662300252	0.007760862	0.025499974	down	no	FALSE	FALSE	FALSE
GZF1	1601.510436	0.019065055	0.052956192	0.360015602	0.719	0.83	no	no	FALSE	FALSE	TRUE
NAPB	322.7207202	0.251390878	0.098808647	2.544219428	0.010952226	0.034284706	up	no	FALSE	FALSE	TRUE
CENPB	9302.00281	0.146373151	0.030503412	4.798582937	1.6e-6	1.28e-5	up	no	FALSE	FALSE	FALSE
PSMF1	4510.818344	0.128329974	0.038190029	3.360300508	7.78577e-4	0.00348244	no	no	FALSE	FALSE	FALSE
DTD1	2783.46441	0.024395434	0.0411365	0.593036214	0.553156917	0.705418759	no	no	FALSE	FALSE	FALSE
RBCK1	2141.487608	-0.037171336	0.049391296	-0.752588795	0.452	0.617	no	no	FALSE	FALSE	FALSE
TMX4	2539.36334	0.077151731	0.043149502	1.788009758	0.073774434	0.163908647	no	no	FALSE	FALSE	TRUE
STK35	2117.21638	-0.058915162	0.043824856	-1.344332124	0.179	0.323	no	no	FALSE	FALSE	FALSE
SNRPB	4512.757695	0.095582301	0.035123894	2.72128997	0.006502769	0.021850348	no	no	FALSE	FALSE	FALSE
NRSN2	1261.649981	-0.001420738	0.05824936	-0.024390628	0.980541024	0.989226372	no	no	FALSE	FALSE	FALSE
AP5S1	858.5695396	0.009399463	0.066111395	0.142176146	0.886940873	0.936067462	no	no	FALSE	FALSE	FALSE
